neighborhood,title,price,beds_sqft,pid,longitude,date,subregion,link,latitude
 (nob hill), Upscal Nob Hill one bedroom with parking ~ J.Wavro,$3200,   / 1br -    ,4074712503,-122.41447,Sep 17 2013,SF,/sfc/apa/4074712503.html,37.793223
 (russian hill),Russian Hill One bedroom with valet parking ~ J.Wavro,$4300,   / 1br -    ,4074710423,-122.415572,Sep 17 2013,SF,/sfc/apa/4074710423.html,37.79868
 (pacific heights),3bd/2.5ba Townhome Doorman building ~ J.Wavro,$5675,   / 3br -    ,4074706799,-122.424687,Sep 17 2013,SF,/sfc/apa/4074706799.html,37.785335
 (SOMA / south beach),Large 1200+ sq. ft. 1 Bedroom Condo w/ Amenities ~ J.Wavro,$4200,   / 1br -    ,4074691402,-122.407871,Sep 17 2013,SF,/sfc/apa/4074691402.html,37.782751
 (SOMA / south beach),"Infinity 1 Bedroom w/ Parking, Amenities ~ J.Wavro",$3900,   / 1br -    ,4074688032,-122.391858,Sep 17 2013,SF,/sfc/apa/4074688032.html,37.789369
 (russian hill),3 bedroom Russian Hill Flat with Breathtaking Views! ~ J.Wavro,$6000,   / 3br -    ,4074685981,-122.415762,Sep 17 2013,SF,/sfc/apa/4074685981.html,37.799616
 (SOMA / south beach),Furnshed or Unfurnished! 1BR plus den/guest bedroom.1045 sf ~ J.Wavro,$3750,   / 1br -    ,4074680643,-122.391121,Sep 17 2013,SF,/sfc/apa/4074680643.html,37.777553
 (cole valley / ashbury hts),Completely remodeled 2 bedroom Victorian ~ J.Wavro,$3500,   / 2br -    ,4074677049,-122.448013,Sep 17 2013,SF,/sfc/apa/4074677049.html,37.767007
 (lower nob hill),Open House:  Charming & Bright 1BR-1BA on Pine & Jones (No Pets),$2300,   / 1br -    ,4076452844,-122.413916,Sep 18 2013,SF,/sfc/apa/4076452844.html,37.790463
 (haight ashbury),"*OPEN HOUSE SATURDAY, SEPT 21 @ 1-3 * 1 BLOCK 2 HAIGHT BUS SHOP SHUTTL",$2850,   / 1br -    ,4076452733,-122.442423,Sep 18 2013,SF,/sfc/apa/4076452733.html,37.771541
 (sunset / parkside),Furnished Sunny Remodeled 2BR Ocean House Monthly/LongTerm,$3550,   / 2br - 1300ft² -    ,4076277651,-122.49618,Sep 18 2013,SF,/sfc/apa/4076277651.html,37.744021
 (richmond / seacliff),VIRTUAL TOUR! 4 bed / 3 ba - 2820 Balboa St,$5095,   / 4br -    ,4076383341,-122.48896,Sep 18 2013,SF,/sfc/apa/4076383341.html,37.776097
 (excelsior / outer mission),"++OPEN HOUSE THURS 9/19++ Spacious Two Story home in Outer Mission close to 280,",$2995,   / 3br - 1400ft² -    ,4076357658,,Sep 18 2013,SF,/sfc/apa/4076357658.html,
 (SOMA / south beach),AMAZING views!  FANTASTIC finishes! The BEST studio in SF!  COME SEE!,$2666,   / 476ft² -    ,4075329292,-122.417182,Sep 18 2013,SF,/sfc/apa/4075329292.html,37.776287
 (SOMA / south beach),34th Floor Corner 2bedroom w/ $0 deposit and Bay view!*,$5895,   / 2br - 1166ft² -    ,4075388269,,Sep 18 2013,SF,/sfc/apa/4075388269.html,
 (inner sunset / UCSF), Huge Bright Spacious Contemporary 4BR 3.5BA  Close to UCSF  ,$5200,   / 4br - 2225ft² -    ,4075374409,,Sep 18 2013,SF,/sfc/apa/4075374409.html,
 (richmond / seacliff),Upscale Finishes 2+br Condo with Ocean Views ~ J.Wavro,$3625,   / 2br -    ,4075383786,-122.41942,Sep 18 2013,SF,/sfc/apa/4075383786.html,37.77493
 (pacific heights),"Amazing two-level, 4 bedroom flat - 2 parking ~ J.Wavro",$11000,   / 4br -    ,4075377246,-122.431263,Sep 18 2013,SF,/sfc/apa/4075377246.html,37.792889
 (USF / panhandle),Bright Spacious Huge 7BR 4.5BA in Exclusive Lone Mountain  Walk to USF,$8900,   / 7br - 3000ft² -    ,4075376145,,Sep 18 2013,SF,/sfc/apa/4075376145.html,
 (bernal heights),"Comfortable 2 bedroom, 1.5 bathroom townhouse with modern layout.",$2800,   / 2br - 1048ft² -    ,4068117463,-122.41251,Sep 18 2013,SF,/sfc/apa/4068117463.html,37.733936
 (nob hill),Clubby + Contemporary in Concierge bldg w/views - $1K move-in,$3550,   / 1br - 675ft² -    ,4053913365,,Sep 18 2013,SF,/sfc/apa/4053913365.html,
 (lower nob hill),Move-in this month! 30 day satisfaction guaranteed,$3135,   / 1br - 730ft² -    ,4074205244,,Sep 17 2013,SF,/sfc/apa/4074205244.html,
 (USF / panhandle),Large 1 BR- eat in kitchen-walk in closets-private deck!,$2600,   / 1br -    ,4074210048,-122.452749,Sep 17 2013,SF,/sfc/apa/4074210048.html,37.777902
 (financial district),TOP FLOOR LUXURY LIVING IN SOMAS HOTTEST ADDRESS *FREE PARKING*,$5570,   / 2br - 1130ft² -    ,4074195765,,Sep 17 2013,SF,/sfc/apa/4074195765.html,
 (SOMA / south beach),AzariPM: FULLY-FURNISHED - South Beach/PORTSIDE Condo At Its Finest! Excellent L,$4799,   / 2br - 1088ft² -    ,4074162150,,Sep 17 2013,SF,/sfc/apa/4074162150.html,
 (SOMA / south beach),We're Very Excited To Announce That Channel Mission Bay Is NOW LEASING,$3124,   / 549ft² -    ,4074204343,,Sep 17 2013,SF,/sfc/apa/4074204343.html,
 (lower nob hill),Great Lower Nob Hill Studio! Sunny & Quiet!,$1925,      ,4065903405,-122.417094,Sep 17 2013,SF,/sfc/apa/4065903405.html,37.787188
 (castro / upper market),SUNNY STUDIO! Great Kitchen & Living Space! PET FRIENDLY!,$2095,      ,4030101372,-122.424853,Sep 17 2013,SF,/sfc/apa/4030101372.html,37.770748
 (nob hill),2 STUDIOS AVAILABLE IN THE HEART OF SF! CALL TODAY!,$2245,      ,4044463435,-122.408902,Sep 17 2013,SF,/sfc/apa/4044463435.html,37.790726
 (downtown / civic / van ness),NEMA - Brand New Luxury Apartments - Now Leasing!,$2431,      ,4074148955,-122.417501,Sep 17 2013,SF,/sfc/apa/4074148955.html,37.776541
 (inner sunset / UCSF),Rentals In SF / HUGE house - 3 bedrooms 3 baths + 3 bonus rooms!,$4395,   / 3br - 2154ft² -    ,4036558425,-122.474887,Sep 18 2013,SF,/sfc/apa/4036558425.html,37.746827
 (castro / upper market),Rentals In SF / Updated one bedroom condo with bamboo floors! PICS,$3495,   / 1br - 756ft² -    ,4060860020,-122.440168,Sep 18 2013,SF,/sfc/apa/4060860020.html,37.762187
 (alamo square / nopa),"PENTHOUSE VIEWS, FABULOUS APARTMENT, GREAT LOCATION, MAKE OFFER",$4475,   / 1br - 725ft² -    ,4076106866,-122.439254,Sep 18 2013,SF,/sfc/apa/4076106866.html,37.770025
 (lower nob hill),"Top Floor Condo, 2 Bedroom/2 Bathroom including Parking ",$4075,   / 2br -    ,4044271491,,Sep 18 2013,SF,/sfc/apa/4044271491.html,
 (richmond / seacliff),Exquisite 3 Story House with Yard & Parking ~ J.Wavro,$6950,   / 5br -    ,4076125674,-122.483255,Sep 18 2013,SF,/sfc/apa/4076125674.html,37.774486
 (pacific heights),Modern 4 bed town home - spectacular design ~ J.Wavro,$10995,   / 4br -    ,4076120335,-122.445589,Sep 18 2013,SF,/sfc/apa/4076120335.html,37.788364
 (inner richmond),"$2700/2bedrooms, 800+ft, 155, 20 Avenue, Apt.4 Lake/California",,     ,4076087817,,Sep 18 2013,SF,/sfc/apa/4076087817.html,
 (mission district),Brand New - 2 bedroom 2 bath - Full Floor Flat  ~ J.Wavro,$4800,   / 2br -    ,4076114906,-122.418403,Sep 18 2013,SF,/sfc/apa/4076114906.html,37.76676
 (SOMA / south beach),"3 bed+Den, 3 bath - Mission Bay Townhome w Private Unit Entrance",$7500,   / 3br - 2400ft² -    ,4076047293,,Sep 18 2013,SF,/sfc/apa/4076047293.html,
 (laurel hts / presidio),"Luxuriously remodeled 3 bed, 1.5 bath home",$5195,   / 3br -    ,4076041116,-122.445244,Sep 18 2013,SF,/sfc/apa/4076041116.html,37.786657
 (mission district),"Single family home plus detached Jr. 1bd, 3.5 baths ~ J.Wavro",$6000,   / 4br -    ,4076103265,-122.41022,Sep 18 2013,SF,/sfc/apa/4076103265.html,37.754341
 (SOMA / south beach),Showing this Sunday! Amazing Penthouse At the Bridgeview Building!!,$5995,   / 2br -    ,4075515455,,Sep 18 2013,SF,/sfc/apa/4075515455.html,
 (SOMA / south beach),Stylish Studio with Loft in Near Downtown SF!,$2700,   / 565ft² -    ,4075580805,-122.409709,Sep 18 2013,SF,/sfc/apa/4075580805.html,37.780181
 (sunset / parkside),"Grand Remodel, Luxury Finishes, Spacious and Bright-FOUNDATION",$4800,   / 3br -    ,4060661115,,Sep 18 2013,SF,/sfc/apa/4060661115.html,
 (laurel hts / presidio),"Great Space, Great Location! - 4 bed 3 bath flat ~ J.Wavro",$9500,   / 4br -    ,4075634128,-122.452126,Sep 18 2013,SF,/sfc/apa/4075634128.html,37.788437
 (SOMA / south beach),"Ultimate SOMA Loft, Ground Floor",$5250,   / 2000ft² -    ,4075357563,-122.409387,Sep 18 2013,SF,/sfc/apa/4075357563.html,37.777977
 (pacific heights),2BR/2BA Top Floor of Victorian Mansion Open Wed 5:45pm,$4495,   / 2br -    ,4075527210,,Sep 18 2013,SF,/sfc/apa/4075527210.html,
 (downtown / civic / van ness),Large One Bedroom! W/D in Every Home!!! Parking Available!!,$3404,   / 1br - 822ft² -    ,4075621852,-122.417501,Sep 18 2013,SF,/sfc/apa/4075621852.html,37.776541
 (SOMA / south beach),Furnished Luxury Loft with amazing location in South Beach,$5400,   / 2br -    ,4040624538,,Sep 18 2013,SF,/sfc/apa/4040624538.html,
 (SOMA / south beach),Fabolous luxury condo at Millennium now for rent,$8000,   / 2br -    ,4023377088,,Sep 18 2013,SF,/sfc/apa/4023377088.html,
 (lower pac hts),"2000 Post III, Large Studio now  with w/d",$2721,   / 567ft² -    ,4075570789,-122.435675,Sep 18 2013,SF,/sfc/apa/4075570789.html,37.784944
 (potrero hill),Modern 2-Level 2Bed/2bath Sierra Heights Condo,$4350,   / 2br - 1000ft² -    ,4076743833,-122.395381,Sep 18 2013,SF,/sfc/apa/4076743833.html,37.758338
 (richmond / seacliff),"$3,450 - 3 BED RM - RICHMOND / SEACLIFF DIST. - CORNER BUILDING ",$3450,   / 3br -    ,4068504928,-122.476307,Sep 18 2013,SF,/sfc/apa/4068504928.html,37.782406
 (lower nob hill),THIS IS YOUR NEW APARTMENT!!Brand new renovation!!SUNNY!Great location,$2195,      ,4076677500,,Sep 18 2013,SF,/sfc/apa/4076677500.html,
 (lower pac hts),"Open House Sat, 9/21 12pm-4pm (2br, 1ba + garage)",$3500,   / 2br - 1078ft² -    ,4076730011,-122.43346,Sep 18 2013,SF,/sfc/apa/4076730011.html,37.787021
 (lower pac hts),Awesome Studio Oct. 1st Only at Post III with W/D,$2721,   / 557ft² -    ,4076714881,,Sep 18 2013,SF,/sfc/apa/4076714881.html,
 (pacific heights),Spectacular Bay&City View/Doorman/2Park/Sm Pet/Corner Luxury Condo,$6500,   / 2br - 1400ft² -    ,4076617601,-122.429989,Sep 18 2013,SF,/sfc/apa/4076617601.html,37.794895
 (nob hill),Trophy San Francisco Apartment- Remodeled Studio,$2150,      ,4076647321,,Sep 18 2013,SF,/sfc/apa/4076647321.html,
 (downtown / civic / van ness),Studio w/ Sleeping Loft Downtown! #104,$1675,      ,4075739945,-122.412827,Sep 18 2013,SF,/sfc/apa/4075739945.html,37.785087
 (ingleside / SFSU / CCSF),High Rise Available Now! Renovated!,$2685,   / 1br -    ,4075773139,,Sep 18 2013,SF,/sfc/apa/4075773139.html,
 (SOMA / south beach),Within Walking Distance of Public Transportation,$2930,   / 1br -    ,4075785618,-122.3971,Sep 18 2013,SF,/sfc/apa/4075785618.html,37.7621
 (downtown / civic / van ness),Jr/One with Parking Available,$2300,   / 1br -    ,4075784551,-122.422006,Sep 18 2013,SF,/sfc/apa/4075784551.html,37.782044
 (nob hill),HURRY!! in Can make into a 2BR!!Sunny!In amazing location,$2645,   / 1br -    ,4075710622,,Sep 18 2013,SF,/sfc/apa/4075710622.html,
 (richmond / seacliff),Large Studio for Rent,$1500,      ,4075782266,-122.492232,Sep 18 2013,SF,/sfc/apa/4075782266.html,37.779747
 (SOMA / south beach),"Air-conditioning?  Pool? Dog Grooming Station?  YES, WE HAVE IT!",$3124,   / 549ft² -    ,4075687503,-122.389927,Sep 18 2013,SF,/sfc/apa/4075687503.html,37.773886
 (north beach / telegraph hill),Two Bedroom Two Bath W/Pkg. Unfurnished North Waterfront,$5000,   / 2br -    ,4075774990,,Sep 18 2013,SF,/sfc/apa/4075774990.html,
 (sunset / parkside),Sunset 38th Ave.  4 BR open house this coming Sunday,$4200,   / 4br -    ,4075774637,-122.49594,Sep 18 2013,SF,/sfc/apa/4075774637.html,37.74059
 (russian hill),"$3,300---BEautiful, Sunny 1 Bed/1 Bath---Parking & W/D on site",$3300,   / 1br -    ,4075600030,-122.422243,Sep 18 2013,SF,/sfc/apa/4075600030.html,37.794037
 (nob hill),Great City Living  with Sunny Spacious Patio,$2600,   / 1br - 700ft² -    ,4074664839,,Sep 17 2013,SF,/sfc/apa/4074664839.html,
 (sunset / parkside),New 2 bedroom and 1 bathroom in-law apartment for rent,$1550,   / 2br -    ,4074667013,-122.498972,Sep 17 2013,SF,/sfc/apa/4074667013.html,37.753248
 (pacific heights),Large Pacific Heights one bedroom one bath with views ~ J.Wavro,$4700,   / 1br -    ,4074671745,-122.431634,Sep 17 2013,SF,/sfc/apa/4074671745.html,37.794684
 (inner sunset / UCSF),Beautiful 4 bed/3bath with panoramic view ,$5500,   / 4br - 2448ft² -    ,4061343857,-122.470595,Sep 17 2013,SF,/sfc/apa/4061343857.html,37.748869
 (bernal heights),Charming furnished pied-a-terre. Easy downtown SF and Peninsula ~ J.Wa,$3500,   / 1br -    ,4074667250,-122.414559,Sep 17 2013,SF,/sfc/apa/4074667250.html,37.738881
 (SOMA / south beach),Beautiful 2 BR Loft Style Apartment at Mint Plaza in SOMA ,$4300,   / 2br - 830ft² -    ,4068497160,-122.407859,Sep 17 2013,SF,/sfc/apa/4068497160.html,37.782741
 (SOMA / south beach),Beautiful 1br Loft Style Apartment in SOMA ,$3500,   / 1br - 700ft² -    ,4012054934,-122.407859,Sep 17 2013,SF,/sfc/apa/4012054934.html,37.782741
 (castro / upper market),Gorgeous furnished townhouse with private elevator ~ J.Wavro,$10000,   / 3br -    ,4074657766,-122.428202,Sep 17 2013,SF,/sfc/apa/4074657766.html,37.759692
 (north beach / telegraph hill),Villa North Beach condo - 2 car parking-large patio-new kitchen-floors,$5800,   / 3br -    ,4074655113,,Sep 17 2013,SF,/sfc/apa/4074655113.html,
 (glen park),Exquisite Furnished home.  ~ J.Wavro,$9750,   / 4br -    ,4074652251,-122.428977,Sep 17 2013,SF,/sfc/apa/4074652251.html,37.736388
 (SOMA / south beach),SUNNY South Beach condo with Water Views & Bay Bridge Views ,$5495,   / 2br -    ,4065923256,-122.39028,Sep 18 2013,SF,/sfc/apa/4065923256.html,37.788104
 (richmond / seacliff),new clean sunlighted convenient,$1680,   / 1br - 700ft² -    ,4076415478,-122.508958,Sep 18 2013,SF,/sfc/apa/4076415478.html,37.773309
 (russian hill),Short Term Executive Housing,,  1br -    ,4076192265,,Sep 18 2013,SF,/sfc/apa/4076192265.html,
 (SOMA / south beach),Within Walking Distance of Public Transportation,$4570,   / 2br -    ,4076415074,-122.3971,Sep 18 2013,SF,/sfc/apa/4076415074.html,37.7621
 (russian hill),4BR/4BA Luxury Townhome at Green Hill Views Apartments,$11000,   / 4br - 1969ft² -    ,4062103493,-122.417456,Sep 18 2013,SF,/sfc/apa/4062103493.html,37.798442
 (russian hill),Gorgeous Top Floor Light-Filled Corner Luxury View 4BR/2.5BA,$9950,   / 4br - 1894ft² -    ,4062109564,-122.417727,Sep 18 2013,SF,/sfc/apa/4062109564.html,37.798408
 (russian hill),"""All New"" Luxury 3BR/2BA, GG Views, Hardwood, Granite, Fireplace ",$8250,   / 3br - 1140ft² -    ,4062113502,-122.41749,Sep 18 2013,SF,/sfc/apa/4062113502.html,37.798438
 (russian hill),"Stunning 5-6BR/4BA Green Hill Views Penthouse, Deck, 3 BR Suites, FDR",$17250,   / 6br - 3451ft² -    ,4062119593,-122.417591,Sep 18 2013,SF,/sfc/apa/4062119593.html,37.798425
 (russian hill),Glorious Luxurious Light Filled Green Hills Views Apartment ,$9250,   / 3br - 1540ft² -    ,4062123803,-122.417693,Sep 18 2013,SF,/sfc/apa/4062123803.html,37.798412
 (russian hill),Two Level 3BR/3.5BA Open Floor Plan At Green Hills Views,$9100,   / 3br - 1567ft² -    ,4062128001,-122.417388,Sep 18 2013,SF,/sfc/apa/4062128001.html,37.798451
 (laurel hts / presidio),"Spacious Modern Condo w/ Hardwood Floors, Parking, & Storage",$3900,   / 2br -    ,4060458200,,Sep 18 2013,SF,/sfc/apa/4060458200.html,
 (marina / cow hollow),Top Floor Spacious Studio w/ Hardwood Floors & Huge Walk-in Closet,$2400,      ,4060460385,,Sep 18 2013,SF,/sfc/apa/4060460385.html,
 (castro / upper market),"Very spacious Tri-level 4BD, 2 1/2 BA, 2100 SQ Ft",$6250,   / 4br - 2100ft² -    ,4075361470,,Sep 18 2013,SF,/sfc/apa/4075361470.html,
 (marina / cow hollow),"Marina - 1BD/1BA, Completely Remodeled, Hardwood Floors, Prkg Avail",$3250,   / 1br -    ,4075334426,-122.436125,Sep 18 2013,SF,/sfc/apa/4075334426.html,37.80018
 (bernal heights),Remodeled 2 level home near Holly Park! ~ J.Wavro,$5595,   / 4br -    ,4075350580,-122.424466,Sep 18 2013,SF,/sfc/apa/4075350580.html,37.736061
 (financial district),Life at the Millenium - Luxury 1bd/2ba ~ J.Wavro,$8000,   / 1br -    ,4075345726,-122.395813,Sep 18 2013,SF,/sfc/apa/4075345726.html,37.791153
 (SOMA / south beach),Soma Grand Luxury Corner Unit Condo ,$4495,   / 2br -    ,4038113166,-122.412568,Sep 18 2013,SF,/sfc/apa/4038113166.html,37.777922
 (sunset / parkside),Studio appartment availalbe 10/1,$1500,   / 400ft² -    ,4046290962,-122.4836,Sep 18 2013,SF,/sfc/apa/4046290962.html,37.7593
 (inner sunset / UCSF),Spacious Remodeled Ocean View Home in GG Heights! ~ J.Wavro,$5250,   / 3br -    ,4075341171,-122.473683,Sep 18 2013,SF,/sfc/apa/4075341171.html,37.756237
 (nob hill),Small Nob Hill studio for rent - Open 9/21 @ 3:30-4:00PM,$1400,   / 336ft² -    ,4074212074,-122.416597,Sep 17 2013,SF,/sfc/apa/4074212074.html,37.792049
 (lower nob hill),HURRY!!!!Bright studio with 2 BIG closets!Walkable to all DT-POLK:YARD,$1925,      ,4074133644,,Sep 17 2013,SF,/sfc/apa/4074133644.html,
 (lower nob hill),SUNNY STUDIO AVAILABLE! CALL TO MAKE AN APPOINTMENT!,$1895,      ,4036512317,-122.414548,Sep 17 2013,SF,/sfc/apa/4036512317.html,37.788469
 (SOMA / south beach),Large Bi-level Loft Near South Park,$3500,   / 1br -    ,4074131843,-122.3943,Sep 17 2013,SF,/sfc/apa/4074131843.html,37.78009
 (castro / upper market),STUDIO AVAILABLE IN GORGEOUS ART DECO BUILDING! CALL NOW!,$2195,      ,4044497877,-122.425371,Sep 17 2013,SF,/sfc/apa/4044497877.html,37.770839
 (laurel hts / presidio),Accessible Two-bedroom Apartment Home in the Presidio,$2795,   / 2br - 1010ft² -    ,4074191172,-122.480911,Sep 17 2013,SF,/sfc/apa/4074191172.html,37.790556
 (tenderloin),STUDIO IN THE HEART OF DOWNTOWN SF! CALL TODAY!,$1495,      ,4059346858,-122.418671,Sep 17 2013,SF,/sfc/apa/4059346858.html,37.783166
 (inner sunset / UCSF),Enjoy Impressive Views of the City from your Lovely 1 BR 1 BA Apt.,$2950,   / 1br - 631ft² -    ,4074191036,,Sep 17 2013,SF,/sfc/apa/4074191036.html,
 (hayes valley),Beautiful Studio in Hayes Valley! CALL TODAY!,$2175,      ,4059334481,-122.437072,Sep 17 2013,SF,/sfc/apa/4059334481.html,37.779867
 (lower nob hill),BEAUTIFUL RENOVATED STUDIO! CALL TODAY!,$2195,      ,4044470311,-122.413425,Sep 17 2013,SF,/sfc/apa/4044470311.html,37.788018
 (noe valley),Beautiful Furn or Unfurn Home Near Shuttle Stops - ReLISTO,$6500,   / 3br - 1300ft² -    ,4049141629,-122.433698,Sep 17 2013,SF,/sfc/apa/4049141629.html,37.746494
 (noe valley),BEST LOCATION IN NOE OPEN Thursday 9/19 5:30-6:30PM,$2800,   / 1br -    ,4076060787,-122.428548,Sep 18 2013,SF,/sfc/apa/4076060787.html,37.751638
 (downtown / civic / van ness),AMAZING views!  FANTASTIC finishes! The BEST studio in SF!  COME SEE!,$2666,   / 476ft² -    ,4076055495,,Sep 18 2013,SF,/sfc/apa/4076055495.html,
 (mission district),Stunning View Home in Excellent Location ~ J.Wavro,$8500,   / 3br -    ,4076094163,-122.430344,Sep 18 2013,SF,/sfc/apa/4076094163.html,37.758756
 (inner sunset / UCSF),"Original kitchen and bath Large 1 bed, Living & Dining room",$2100,   / 1br -    ,4076091511,-122.464172,Sep 18 2013,SF,/sfc/apa/4076091511.html,37.764131
 (pacific heights),Remodeled 1bd w/ Gourmet Kitchen and HW Floors! ~ J.Wavro,$3395,   / 1br -    ,4076084531,-122.424341,Sep 18 2013,SF,/sfc/apa/4076084531.html,37.791965
 (inner sunset / UCSF),Plan ahead for your move in October,$2765,   / 1br -    ,4076025607,-122.460157,Sep 18 2013,SF,/sfc/apa/4076025607.html,37.753738
 (richmond / seacliff),Beautifully upgraded top floor APARTMENT available NOW,$2450,   / 2br -    ,4076076048,,Sep 18 2013,SF,/sfc/apa/4076076048.html,
 (inner sunset / UCSF),Fireplace and skylights await you in October,$2818,   / 1br -    ,4076066700,-122.460157,Sep 18 2013,SF,/sfc/apa/4076066700.html,37.753738
 (laurel hts / presidio),"OPEN HOUSE!!! Sat, Oct-21st  3 bed, 1.5 bath home",$5195,   / 3br -    ,4075975713,-122.445244,Sep 18 2013,SF,/sfc/apa/4075975713.html,37.786657
 (richmond / seacliff),VIRTUAL TOUR! 4 bed/ 3 ba - 2820 Balboa St,$5095,   / 4br -    ,4075936469,-122.48896,Sep 18 2013,SF,/sfc/apa/4075936469.html,37.776097
 (inner sunset / UCSF),Spectacular Views of the Ocean from This 2 BR Apartment,$3820,   / 2br - 882ft² -    ,4075620273,-122.462864,Sep 18 2013,SF,/sfc/apa/4075620273.html,37.75954
 (glen park),Lovely big townhouse in Glen Park with private elevator,$4500,   / 3br -    ,4046271026,-122.435189,Sep 18 2013,SF,/sfc/apa/4046271026.html,37.73165
 (SOMA / south beach),Spectacular condo at Hills Plaza right at the waterfront by the Embarcadero in S,$6500,   / 2br -    ,4063578414,,Sep 18 2013,SF,/sfc/apa/4063578414.html,
 (financial district),2 bed 2.5 bath Ritz Carlton Residence w/ pkg ~ J.Wavro,$8000,   / 2br -    ,4075609466,-122.403431,Sep 18 2013,SF,/sfc/apa/4075609466.html,37.787642
 (castro / upper market),"$4,250---2 BED/2.5 BATH TRI LEVEL LOFT --PARKING--PRIVATE PATIO--W/D",$4250,   / 2br -    ,4068891225,,Sep 18 2013,SF,/sfc/apa/4068891225.html,
